4,151,58,39,88
3,151,48,35,81
5,152,66,39,99
1,153,43,34,75
2,155,49,37,78
1,158,40,36,75
3,160,54,39,86
4,161,62,38,92
3,163,53,40,83
5,163,80,42,109
2,163,50,39,83
4,165,70,41,96
4,167,62,40,87
2,168,50,38,82
3,170,55,38,82
5,176,75,41,93
